Initial Clause,Final Clause,Status
,"Na hipótese de a PARTE RECEPTORA não possuir mais interesse na análise do NEGÓCIO e no recebimento das INFORMAÇÕES CONFIDENCIAIS, esta poderá notificar a PARTE DIVULGADORA por escrito, a fim de suspender a divulgação de INFORMAÇÕES CONFIDENCIAIS pela PARTE DIVULGADORA à PARTE RECEPTORA.",added
,"As PARTES reconhecem que a assinatura do presente ACORDO não impede que gestoras de recursos relacionadas à PARTE RECEPTORA possam vir a negociar quaisquer valores mobiliários, nos mercados organizados para clientes e fundos de investimento que estejam sob gestão, no curso normal dos seus negócios.",added
,"As PARTES aceitam que este ACORDO e eventuais aditivos e demais instrumentos que venham a ser necessários entre as PARTES poderão ser assinados eletronicamente para todos e quaisquer fins de direito. As PARTES reconhecem e anuem que a assinatura eletrônica é uma forma válida de expressar o consentimento das PARTES em um contrato e que (i) ainda que alguma das PARTES ou as testemunhas venham a assinar eletronicamente este ACORDO em local diverso, o local de celebração deste ACORDO é, para todos os fins, o local indicado abaixo; e (iii) será considerada a data de assinatura deste ACORDO, para todos os fins e efeitos, a data indicada abaixo, independentemente da data em que as assinaturas eletrônicas forem completadas.",added
TERMO DE CONFIDENCIALIDADE E OUTRAS AVENÇAS,TERMO DE CONFIDENCIALIDADE E OUTRAS AVENÇAS,equal
Considerando que:,Considerando que:,equal
"(i) a REVELADORA atua num mercado altamente competitivo, sendo relevante a manutenção de sigilo quanto às informações de seus processos, métodos, tecnologia, planos e projetos estratégicos até a sua efetiva comunicação ao público;","A REVELADORA é uma empresa que atua no mercado de [-], sendo detentora de informações sigilosas acerca de seus processos, métodos, tecnologia, planos e projetos estratégicos;",changed
"(ii) RECEPTORA declara sua obrigação de confidencialidade em relação às informações que terá acesso e compromete-se com os termos e condições discriminados neste instrumento, por meio de seu representante legal;","1.2 A RECEPTORA se compromete a revelar as INFORMAÇÕES CONFIDENCIAIS somente para seus REPRESENTANTES que estejam diretamente envolvidos no PROJETO, devendo cientificá-los da natureza confidencial das informações.",changed
"(iii) A RECEPTORA contemplará discussões, análises e reuniões a respeito de dados, estratégias, equipamentos e/ou serviços conforme alinhamentos com a REVELADORA;",A RECEPTORA tem interesse em ter acesso a tais informações com o objetivo de analisar a possibilidade de investimento na REVELADORA para fundos de investido sob gestão da RECEPTORA (“PROJETO”);,changed
"A RECEPTORA firma o presente Termo de Confidencialidade e outras Avenças, o qual se regerá pelas seguintes cláusulas e condições:","RECEPTORA e REVELADORA, por seus representantes legais, firmam o presente Termo de Confidencialidade e outras Avenças (“TERMO”), o qual se regerá pelas seguintes cláusulas e condições:",changed
CLÁUSULA PRIMEIRA: DO SIGILO,CLÁUSULA PRIMEIRA: DO SIGILO,equal
"1.1 A RECEPTORA obriga-se a manter o mais absoluto sigilo com relação a quaisquer dados, informações, materiais, pormenores, inovações, segredos comerciais, marcas, estratégias, relatórios, criações, especificações técnicas e comerciais, formato e documentação de APIs e softwares, dentre outros, doravante denominadas “INFORMAÇÕES CONFIDENCIAIS”, a que, diretamente ou por meio de seus diretores, empregados e/ou prepostos, venham a ter acesso, conhecimento ou que venham a lhes ser confiados em razão da presente operação, devendo ser rigorosamente seguida durante a vigência deste acordo e no prazo de sigilo nele estabelecido. Compromete-se, outrossim, a RECEPTORA, a não revelar, reproduzir, utilizar ou dar conhecimento, em hipótese alguma, a terceiros, bem como a não permitir que nenhum de seus diretores, empregados e/ou prepostos faça uso dessas INFORMAÇÕES CONFIDENCIAIS de forma indevida.","1.1 A RECEPTORA obriga-se a manter o mais absoluto sigilo com relação a quaisquer dados, informações que, de modo geral, não sejam de conhecimento público, relacionadas à RECEPTORA, incluindo, mas não se limitando a, materiais, inovações, segredos comerciais, marcas, estratégias, relatórios, criações, especificações técnicas e comerciais, formato e documentação de APIs e softwares, dentre outros, que sejam divulgadas no âmbito do PROJETO pela, ou em nome da, REVELADORA à RECEPTORA, doravante denominadas “INFORMAÇÕES CONFIDENCIAIS”. Compromete-se, outrossim, a RECEPTORA, a não revelar, reproduzir, utilizar ou dar conhecimento a terceiros das INFORMAÇÕES CONFIDENCIAIS em violação a este TERMO, bem como a não permitir que nenhum de seus  REPRESENTANTES (conforme abaixo definido) faça uso dessas INFORMAÇÕES CONFIDENCIAIS em violação a este TERMO.",changed
"1.2 A RECEPTORA deverá cuidar para que as INFORMAÇÕES CONFIDENCIAIS fiquem restritas ao conhecimento dos diretores, empregados e/ou prepostos que estejam diretamente envolvidos nas discussões, nas análises, nas reuniões e nos negócios, devendo cientificá-los da existência deste Termo e da natureza confidencial das informações.","1.2 A RECEPTORA se compromete a revelar as INFORMAÇÕES CONFIDENCIAIS somente para seus REPRESENTANTES que estejam diretamente envolvidos no PROJETO, devendo cientificá-los da natureza confidencial das informações.",changed
"1.3 A RECEPTORA compromete-se a firmar termo de confidencialidade com seus empregados e/ou prepostos para garantir o cumprimento de todas as obrigações deste instrumento, os quais serão passíveis de auditoria.","1.2 A RECEPTORA se compromete a revelar as INFORMAÇÕES CONFIDENCIAIS somente para seus REPRESENTANTES que estejam diretamente envolvidos no PROJETO, devendo cientificá-los da natureza confidencial das informações.",changed
"1.4 A RECEPTORA concorda que nem ela, nem tampouco qualquer de seus Representantes, utilizará, copiará ou explorará as Informações Confidenciais em benefício próprio, limitando seu uso exclusivamente à análise de possível parceria comercial com a REVELADORA, a não ser que de outra forma autorizado por escrito pela REVELADORA.","1.4 A RECEPTORA concorda que nem ela, nem tampouco qualquer de seus REPRESENTANTES, utilizará, copiará ou explorará as INFORMAÇÕES CONFIDENCIAIS para fim diverso do PROJETO, limitando seu uso exclusivamente para tanto, a não ser que de outra forma autorizado por escrito pela REVELADORA.",changed
"1.5 A RECEPTORA obriga-se a devolver imediatamente (ou destruir e confirmar a destruição à REVELADORA) todo material tangível que contenha as Informações Confidenciais, inclusive aquele material que foi preparado com base nas Informações Confidenciais e detido (ou não) por seus Representantes, tão logo ocorra o término do prazo de vigência deste Contrato, sua rescisão ou a solicitação da REVELADORA.","1.5 Mediante solicitação por escrito da REVELADORA para tanto, a RECEPTORA obriga-se a devolver (ou destruir) todo material tangível que contenha as INFORMAÇÕES CONFIDENCIAIS, inclusive aquele material detido por seus REPRESENTANTES, tão logo ocorra a solicitação da REVELADORA.",changed
CLÁUSULA SEGUNDA: DAS EXCEÇÕES,CLÁUSULA SEGUNDA: DAS EXCEÇÕES,equal
2.1 Não estará sujeita às restrições deste Termo a divulgação pela RECEPTORA das informações:,,deleted
"a) notórias ou de conhecimento público pela mídia falada ou escrita, desde que a fonte de divulgação não tenha sido a RECEPTORA;","notórias ou de conhecimento público, desde que a fonte de divulgação não tenha sido a RECEPTORA (em violação a este TERMO);",changed
b) que tiverem sido objeto de divulgação ao público pela própria REVELADORA;,que tiverem sido objeto de divulgação ao público pela própria REVELADORA;,changed
"c) que forem requeridas por juízes ou autoridades, no curso de processos judiciais ou de procedimentos administrativos, devendo, entretanto, a parte instada a revelar tais informações, dar conhecimento imediato à outra, nos termos do subitem 6.1.",,deleted
CLÁUSULA TERCEIRA: DAS REPARAÇÕES,CLÁUSULA TERCEIRA: DAS REPARAÇÕES,equal
"3.1 A quebra do sigilo pela RECEPTORA, implicará o direito ao ressarcimento das perdas e danos comprovados, decorrentes da quebra do sigilo.","3.1 O descumprimento das obrigações de sigilo assumidas neste TERMO pela RECEPTORA sujeitará RECEPTORA ao pagamento dos danos diretos comprovadamente incorridos pela REVELADORA em razão do referido descumprimento, conforme apurado em decisão judicial transitada em julgado.",changed
CLÁUSULA QUARTA: DAS RESTRIÇÕES,CLÁUSULA QUARTA: DAS RESTRIÇÕES,equal
"4.1 A RECEPTORA não divulgará quaisquer INFORMAÇÕES CONFIDENCIAIS a terceiros, exceto aos empregados e prepostos a seu serviço.","4.1 A RECEPTORA não divulgará quaisquer INFORMAÇÕES CONFIDENCIAIS a terceiros, exceto a seus REPRESENTANTES ou se expressamente permitido por este TERMO.",changed
CLÁUSULA QUINTA: DO PRAZO,CLÁUSULA QUINTA: DO PRAZO,equal
"5.1 O presente Termo é celebrado pelo prazo de 2 (dois) anos, sendo que as INFORMAÇÕES CONFIDENCIAIS recebidas durante a sua vigência jamais poderão ser divulgadas.",5.1 O presente TERMO é celebrado pelo prazo de 2 (dois) anos a contar da data de sua assinatura.,changed
CLÁUSULA SEXTA: DAS DISPOSIÇÕES GERAIS,CLÁUSULA SEXTA: DAS DISPOSIÇÕES GERAIS,equal
"6.1 Se a RECEPTORA for solicitada, por decisão judicial, ou por órgãos do governo, a revelar as INFORMAÇÕES CONFIDENCIAIS, a RECEPTORA deverá notificar a REVELADORA, no prazo de 48 (quarenta e oito) horas, impreterivelmente, para que esta, querendo, promova as medidas necessárias à proteção dos seus interesses.","6.1 Se a RECEPTORA for solicitada, por decisão judicial ou autoridade governamental, ou, ainda, for legalmente obrigada a revelar as INFORMAÇÕES CONFIDENCIAIS por qualquer lei ou regulação, e somente se permitido por referida decisão, autoridade, lei ou regulação, a RECEPTORA deverá notificar a REVELADORA, para que esta, querendo, promova as medidas necessárias à proteção dos seus interesses, às suas custas exclusivas.",changed
"6.2 A RECEPTORA dará ciência imediata à REVELADORA sobre qualquer uso ou divulgação não autorizada das INFORMAÇÕES CONFIDENCIAIS, ou de qualquer outra violação do presente instrumento por ela, seus empregados e/ou prepostos e colaborará com a REVELADORA, de todas as formas possíveis, para ajudá-la a recuperar a posse das INFORMAÇÕES CONFIDENCIAIS e impedir o seu uso não autorizado.","6.2 A RECEPTORA dará ciência à REVELADORA sobre qualquer uso ou divulgação das INFORMAÇÕES CONFIDENCIAIS em violação a este TERMO ou de qualquer outra violação do presente instrumento por ela ou seus REPRESENTANTES de que tiver conhecimento, e colaborará razoavelmente com a REVELADORA para ajudá-la a recuperar a posse das INFORMAÇÕES CONFIDENCIAIS e impedir o seu uso em violação a este TERMO.",changed
"6.3 Quando solicitada pela REVELADORA, a RECEPTORA devolverá todos os originais, as cópias, as reproduções e os resumos das INFORMAÇÕES CONFIDENCIAIS, ou, a critério da REVELADORA, garantirá, mediante comprovação, a sua destruição.","1.5 Mediante solicitação por escrito da REVELADORA para tanto, a RECEPTORA obriga-se a devolver (ou destruir) todo material tangível que contenha as INFORMAÇÕES CONFIDENCIAIS, inclusive aquele material detido por seus REPRESENTANTES, tão logo ocorra a solicitação da REVELADORA.",changed
"6.4 Todas as INFORMAÇÕES CONFIDENCIAIS são e continuarão sendo de inteira e exclusiva propriedade da REVELADORA, a qual não concede à RECEPTORA qualquer direito expresso ou implícito sobre qualquer patente, direito autoral, marca ou segredo comercial.","6.3 Todas as INFORMAÇÕES CONFIDENCIAIS são e continuarão sendo de inteira e exclusiva propriedade da REVELADORA, a qual não concede à RECEPTORA qualquer direito expresso ou implícito sobre qualquer patente, direito autoral, marca ou segredo comercial.",equal
